id,name,type,year,total_earners,male_earners,female_earners,median_earnings,male_median_earnings,male_full_time_median_earnings,female_full_time_median_earnings,female_median_earnings,percent_with_earnings_1_to_9999,percent_with_earnings_10000_to_14999,percent_with_earnings_15000_to_24999,percent_with_earnings_25000_to_34999,percent_with_earnings_35000_to_49999,percent_with_earnings_50000_to_64999,percent_with_earnings_65000_to_74999,percent_with_earnings_75000_to_99999,percent_with_earnings_over_100000,median_earnings_less_than_high_school,median_earnings_high_school,median_earnings_some_college_or_associates,median_earnings_bachelor_degree,median_earnings_graduate_or_professional_degree,ratio_male_earners,ratio_female_earners,ratio_median_male_to_female_earnings,ratio_full_time_median_male_to_female_earnings,ratio_less_than_high_school_to_median,ratio_high_school_to_median,ratio_some_college_or_associates_to_median,ratio_bachelor_to_median,ratio_graduate_to_median,population
0500000US05011,"Bradley County, Arkansas",county,2013,5009,2652,2357,23720,29983,36458,26845,16577,5.1,6.4,22.9,22.4,21.5,8.2,4.6,3,5.8,18204,23168,31655,42625,52386,0.529,0.471,1.809,1.358,0.767,0.977,1.335,1.797,2.209,11418
0500000US05013,"Calhoun County, Arkansas",county,2013,2577,1445,1132,23369,25685,30932,25762,21475,2,8,27.3,28.9,16.2,9,4,2.2,2.5,22067,21756,25357,40714,47368,0.561,0.439,1.196,1.201,0.944,0.931,1.085,1.742,2.027,5319
0500000US05015,"Carroll County, Arkansas",county,2013,13345,7240,6105,22663,24764,30960,24487,20046,2.3,6.4,33.4,22.4,18.1,6.2,2.4,3.9,5,21702,21958,24435,31222,45098,0.543,0.457,1.235,1.264,0.958,0.969,1.078,1.378,1.99,27531
0500000US05017,"Chicot County, Arkansas",county,2013,4142,2059,2083,21382,26222,35438,24125,18648,5.6,4.9,30.7,17.8,19.6,12.1,3.4,1.4,4.5,16932,20778,25975,34688,69583,0.497,0.503,1.406,1.469,0.792,0.972,1.215,1.622,3.254,11621
0500000US05019,"Clark County, Arkansas",county,2013,12195,6176,6019,16463,20737,38998,27465,12491,4,5.3,23.1,17.8,25.1,12.8,5.5,3.5,3,12870,21159,25379,40462,43731,0.506,0.494,1.66,1.42,0.782,1.285,1.542,2.458,2.656,22912
1600000US0252940,"Nelson Lagoon CDP, Alaska",place,2013,39,16,23,12292,11667,0,0,32875,0,0,0,0,0,0,0,0,100,11875,32625,0,0,0,0.41,0.59,0.355,0,0.966,2.654,0,0,0,46
0500000US05021,"Clay County, Arkansas",county,2013,7442,4025,3417,22568,25302,32119,26778,19161,2,8.1,28.2,22.9,20.7,8.9,3.6,2.1,3.6,19255,21225,27331,32500,49567,0.541,0.459,1.32,1.199,0.853,0.94,1.211,1.44,2.196,15790
0500000US05023,"Cleburne County, Arkansas",county,2013,11391,6181,5210,23175,31837,41612,26507,15436,2.3,9.8,18.7,17.9,22.2,13,5.1,4.4,6.5,17721,26187,21459,41182,53968,0.543,0.457,2.063,1.57,0.765,1.13,0.926,1.777,2.329,25856
0500000US05025,"Cleveland County, Arkansas",county,2013,3760,2052,1708,27003,32963,44256,33045,23949,2,3.7,17.1,23,21.1,17.4,2.7,7.3,5.8,20000,26332,31444,51500,44167,0.546,0.454,1.376,1.339,0.741,0.975,1.164,1.907,1.636,8648
0500000US05027,"Columbia County, Arkansas",county,2013,11679,5859,5820,19278,26888,43103,29115,15640,4.7,4.8,20.6,18.1,20.6,10.7,7.4,6.5,6.6,15239,24607,25837,39434,48427,0.502,0.498,1.719,1.48,0.79,1.276,1.34,2.046,2.512,24512
